
設備生産性 １１月 ( 作業日 2024/11/01 ～ 2024/11/30 ) 発行 2024/12/02 15:56 

稼働 負荷 段取 加工 その他 点数 段取 実加工 操 ｶﾄﾞ 分 分 数量 
分類名 昼夜 機械･ｸﾞﾙｰﾌﾟ 日数 時間 時間 時間 時間 (ｶﾝﾘｮｳ) 回数 数量 業 ｳﾘﾂ /ﾃﾝ /ｶｲ /ｶｺｳｼﾞ 
ﾋｶﾞｼ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ａ昼 NO.09 1 7.50 0.00 6.75 0.75 100 90 
ﾋｶﾞｼ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ａ昼 ｼｭｳﾍﾝ 20 45.92 42.25 0.00 3.67 31 92 

ﾋｶﾞｼ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ａ昼 CBL14 9 53.32 12.72 29.30 11.30 79 79 
ﾋｶﾞｼ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ａ昼 CBL15 9 53.98 14.68 32.02 7.28 80 87 
ﾋｶﾞｼ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ｂ昼 CBL14 10 65.43 14.15 36.93 14.35 87 78 
ﾋｶﾞｼ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ｂ昼 CBL15 10 63.77 16.40 37.65 9.72 85 85 
ﾋｶﾞｼ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ａ昼 BLｼｭｳﾍﾝ 2 10.92 0.00 0.00 10.92 73 0 

ﾋｶﾞｼ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ａ昼 ｲﾜｾ 11 83.67 0.00 75.50 8.17 101 90 
ﾋｶﾞｼ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ａ昼 ﾀｹﾍﾞ 8 58.25 0.00 56.58 1.67 97 97 
ﾋｶﾞｼ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ａ昼 ﾂｼﾞ 1 7.58 0.00 6.75 0.83 101 89 

ﾋｶﾞｼ.ﾉﾘﾂｹ Ａ昼 ﾊｺﾊﾞﾘ 9 68.25 66.42 0.00 1.83 101 97 
ﾋｶﾞｼ.ﾉﾘﾂｹ Ｂ昼 ﾊｺﾊﾞﾘ 11 85.25 83.33 0.00 1.92 103 98 

ﾋｶﾞｼ1.ﾉﾘﾂｹ Ａ昼 E500 11 163.28 72.60 67.83 22.85 198 86 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ａ昼 E506 11 174.50 74.45 70.68 29.37 212 83 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ａ昼 E508 11 173.05 50.88 105.22 16.95 210 90 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ａ昼 E809 11 161.70 78.63 63.32 19.75 196 88 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ａ昼 G452 11 213.38 95.42 95.15 22.82 259 89 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ａ昼 G453 11 172.95 78.92 80.03 14.00 210 92 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ａ昼 G454 11 183.12 93.53 71.48 18.10 222 90 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ａ昼 G654 11 174.97 80.38 79.13 15.45 212 91 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ａ昼 G655 11 169.67 54.63 99.48 15.55 206 91 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ａ昼 G656 11 161.33 41.13 108.67 11.53 196 93 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ａ夜 E506 9 139.87 58.52 64.90 16.45 207 88 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ａ夜 E508 9 143.15 47.70 82.02 13.43 212 91 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ａ夜 E809 9 177.60 63.18 98.80 15.62 263 91 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ａ夜 G452 9 171.82 71.90 85.30 14.62 255 91 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ａ夜 G453 9 142.05 86.95 39.17 15.93 210 89 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ａ夜 G454 9 142.05 67.32 63.60 11.13 210 92 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ａ夜 G654 7 115.55 47.83 59.15 8.57 220 93 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ａ夜 G655 8 120.23 59.75 45.68 14.80 200 88 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ａ夜 G656 3 50.78 14.68 32.80 3.30 226 94 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ昼 E500 9 143.13 68.68 56.12 18.33 212 87 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ昼 E506 9 142.83 52.03 74.23 16.57 212 88 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ昼 E508 9 141.05 36.02 95.37 9.67 209 93 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ昼 E809 9 166.65 78.90 65.45 22.30 247 87 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ昼 G452 9 205.17 82.97 100.73 21.47 304 90 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ昼 G453 9 139.77 64.42 57.62 17.73 207 87 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ昼 G454 9 146.75 60.38 73.92 12.45 217 92 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ昼 G654 9 155.78 77.05 64.25 14.48 231 91 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ昼 G655 9 138.28 40.28 83.20 14.80 205 89 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ昼 G656 9 112.25 34.23 69.90 8.12 166 93 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ夜 E500 2 24.00 7.70 15.13 1.17 160 95 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ夜 E506 11 166.70 81.67 65.97 19.07 202 89 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ夜 E508 11 167.20 44.18 110.68 12.33 203 93 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ夜 E809 10 156.75 90.18 56.00 10.57 209 93 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ夜 G452 9 182.15 101.12 66.97 14.07 270 92 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ夜 G453 9 136.88 59.65 59.32 17.92 203 87 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ夜 G454 11 168.28 95.07 58.37 14.85 204 91 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ夜 G654 11 170.18 84.02 70.03 16.13 206 91 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ夜 G655 10 140.33 54.65 74.50 11.18 187 92 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ夜 G656 4 58.30 5.87 47.88 4.55 194 92 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ａ昼 ｶﾝﾄｸ 9 228.67 223.42 0.00 5.25 339 98 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ａ昼 ｼｭｳﾍﾝ1 9 567.23 556.48 0.00 10.75 840 98 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ａ夜 ｶﾝﾄｸ 10 164.83 163.17 0.00 1.67 220 99 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ａ夜 ｼｭｳﾍﾝ1 10 568.48 553.40 0.00 15.08 758 97 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ昼 ｶﾝﾄｸ 11 172.58 171.50 0.00 1.08 209 99 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ昼 ｼｭｳﾍﾝ1 11 764.05 745.88 0.00 18.17 926 98 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ夜 ｶﾝﾄｸ 9 81.58 80.83 0.00 0.75 121 99 
ﾋｶﾞｼ1.ﾉﾘﾂｹ Ｂ夜 ｼｭｳﾍﾝ1 9 553.92 541.58 0.00 12.33 821 98 

ﾐﾅﾐ.ｵｵﾀﾞﾁ Ａ昼 1ｺﾞｳｷ 10 64.42 53.75 0.00 10.67 86 83 
ﾐﾅﾐ.ｵｵﾀﾞﾁ Ｂ昼 1ｺﾞｳｷ 7 44.50 37.08 0.00 7.42 85 83 
ﾐﾅﾐ.ｵｵﾀﾞﾁ Ａ昼 ｼｭｳﾍﾝ 1 6.17 4.75 0.00 1.42 82 77 
ﾐﾅﾐ.ｵｵﾀﾞﾁ Ａ昼 ｿｳｺ 11 82.92 82.50 0.00 0.42 101 99 
ﾐﾅﾐ.ｵｵﾀﾞﾁ Ｂ昼 ｿｳｺ 9 67.75 67.75 0.00 0.00 100 100 

ﾐﾅﾐ.ｲﾝｻﾂLP Ａ昼 LSP1 8 51.83 10.88 19.15 21.80 86 58 
ﾐﾅﾐ.ｲﾝｻﾂLP Ａ夜 LSP1 10 69.30 19.18 26.10 24.02 92 65 
ﾐﾅﾐ.ｲﾝｻﾂSP Ｂ昼 SP2 8 56.90 16.75 15.67 24.48 95 57 
ﾐﾅﾐ.ｲﾝｻﾂSP Ｂ夜 SP2 8 48.63 21.10 10.33 17.20 81 65 
ﾐﾅﾐ.ｲﾝｻﾂLP&SP Ａ昼 ｼｭｳﾍﾝ 3 6.83 4.92 0.00 1.92 30 72 
ﾐﾅﾐ.ｲﾝｻﾂLP&SP Ａ夜 ｼｭｳﾍﾝ 5 18.25 11.75 0.00 6.50 49 64 
ﾐﾅﾐ.ｲﾝｻﾂLP&SP Ｂ昼 ｼｭｳﾍﾝ 2 7.33 0.00 0.00 7.33 49 0 

ﾐﾅﾐ.ﾀﾞﾝｻｲ Ａ昼 D4 9 64.97 0.63 39.20 25.13 96 61 
ﾐﾅﾐ.ﾀﾞﾝｻｲ Ａ夜 D4 11 79.07 2.40 44.57 32.10 96 59 
ﾐﾅﾐ.ﾀﾞﾝｻｲ Ｂ昼 D4 11 83.27 1.65 62.45 19.17 101 77 
ﾐﾅﾐ.ﾀﾞﾝｻｲ Ｂ夜 D4 9 66.92 1.40 54.18 11.33 99 83 
ﾐﾅﾐ.ﾀﾞﾝｻｲ Ａ昼 ｹｲｽｳｷ01 8 58.40 0.32 43.15 14.93 97 74 
ﾐﾅﾐ.ﾀﾞﾝｻｲ Ａ昼 ｹｲｽｳｷ02 8 57.95 0.87 44.97 12.12 97 79 
ﾐﾅﾐ.ﾀﾞﾝｻｲ Ａ昼 ｹｲｽｳｷ03 8 50.95 0.43 32.10 18.42 85 64 
ﾐﾅﾐ.ﾀﾞﾝｻｲ Ｂ昼 ｹｲｽｳｷ01 8 50.30 0.45 24.98 24.87 84 51 
ﾐﾅﾐ.ﾀﾞﾝｻｲ Ｂ昼 ｹｲｽｳｷ02 10 73.07 2.23 47.58 23.25 97 68 
ﾐﾅﾐ.ﾀﾞﾝｻｲ Ｂ昼 ｹｲｽｳｷ03 10 70.87 0.65 47.10 23.12 94 67 
ﾐﾅﾐ.ﾀﾞﾝｻｲ Ａ昼 ｼｭｳﾍﾝ 1 1.92 1.92 0.00 0.00 26 100 
ﾐﾅﾐ.ﾀﾞﾝｻｲ Ａ昼 ﾊｺﾊﾞﾘ 9 66.00 66.00 0.00 0.00 98 100 
ﾐﾅﾐ.ﾀﾞﾝｻｲ Ｂ昼 ｼｭｳﾍﾝ 2 14.67 14.67 0.00 0.00 98 100 
ﾐﾅﾐ.ﾀﾞﾝｻｲ Ｂ昼 ﾊｺﾊﾞﾘ 11 76.42 73.58 0.00 2.83 93 96 
ﾐﾅﾐ.ﾀﾞﾝｻｲ Ｂ夜 ｼｭｳﾍﾝ 1 1.25 1.25 0.00 0.00 17 100 

ﾐﾅﾐ.ﾀﾞﾝｻｲ(ｹﾝﾋﾟﾝ Ａ昼 NO.01 18 128.60 3.75 48.27 76.58 95 40 
ﾐﾅﾐ.ﾀﾞﾝｻｲ(ｹﾝﾋﾟﾝ Ａ昼 NO.02 18 125.97 2.43 56.00 67.53 93 46 

ﾐﾅﾐ.ｵﾘ Ａ昼 V1 2 19.48 6.52 6.80 6.17 130 68 
ﾐﾅﾐ.ｵﾘ Ａ昼 V2 5 61.05 2.07 52.02 6.97 163 89 
ﾐﾅﾐ.ｵﾘ Ａ夜 V2 9 68.88 8.57 27.55 32.77 102 52 
ﾐﾅﾐ.ｵﾘ Ｂ昼 V2 10 108.53 0.38 95.48 12.67 145 88 
ﾐﾅﾐ.ｵﾘ Ｂ夜 V2 8 48.28 0.05 42.67 5.57 80 88 
ﾐﾅﾐ.ｵﾘ Ａ昼 ｼｭｳﾍﾝ 9 99.72 99.55 0.00 0.17 148 100 
ﾐﾅﾐ.ｵﾘ Ａ夜 ｼｭｳﾍﾝ 10 77.08 77.08 0.00 0.00 103 100 
ﾐﾅﾐ.ｵﾘ Ｂ昼 ｼｭｳﾍﾝ 11 110.87 109.78 0.00 1.08 134 99 
ﾐﾅﾐ.ｵﾘ Ｂ夜 ｼｭｳﾍﾝ 9 81.75 81.75 0.00 0.00 121 100 

ﾐﾅﾐ.ﾛｰﾙｲﾝｻﾂ Ａ昼 LO5 5 26.02 4.20 7.15 14.67 69 44 
ﾐﾅﾐ.ﾛｰﾙｲﾝｻﾂ Ａ昼 LO6 6 41.35 6.05 16.33 18.97 92 54 
ﾐﾅﾐ.ﾛｰﾙｲﾝｻﾂ Ａ昼 LO7 9 69.35 14.47 35.70 19.18 103 72 
ﾐﾅﾐ.ﾛｰﾙｲﾝｻﾂ Ａ夜 LO5 6 39.30 5.18 13.08 21.03 87 46 
ﾐﾅﾐ.ﾛｰﾙｲﾝｻﾂ Ａ夜 LO7 9 57.12 4.33 32.18 20.60 85 64 
ﾐﾅﾐ.ﾛｰﾙｲﾝｻﾂ Ｂ昼 LO5 1 8.03 0.40 5.77 1.87 107 77 
ﾐﾅﾐ.ﾛｰﾙｲﾝｻﾂ Ｂ昼 LO6 5 28.75 6.15 5.78 16.82 77 42 
ﾐﾅﾐ.ﾛｰﾙｲﾝｻﾂ Ｂ昼 LO7 9 49.60 6.98 30.88 11.73 73 76 
ﾐﾅﾐ.ﾛｰﾙｲﾝｻﾂ Ｂ夜 LO7 9 55.25 7.17 33.78 14.30 82 74 
ﾐﾅﾐ.ﾛｰﾙｲﾝｻﾂ Ａ昼 ｼｭｳﾍﾝ 15 114.92 114.92 0.00 0.00 102 100 
ﾐﾅﾐ.ﾛｰﾙｲﾝｻﾂ Ａ夜 ｼｭｳﾍﾝ 8 46.97 46.97 0.00 0.00 78 100 
ﾐﾅﾐ.ﾛｰﾙｲﾝｻﾂ Ａ昼 ｶﾝﾄｸ 11 99.42 99.42 0.00 0.00 121 100 
ﾐﾅﾐ.ﾛｰﾙｲﾝｻﾂ Ａ夜 ｶﾝﾄｸ 9 69.08 69.08 0.00 0.00 102 100 

ﾐﾅﾐ.ﾛｰﾙｹﾝﾋﾟﾝ Ａ昼 DE1 9 59.08 2.90 48.83 7.35 88 88 
ﾐﾅﾐ.ﾛｰﾙｹﾝﾋﾟﾝ Ｂ昼 DE1 10 72.55 1.67 56.03 14.85 97 80 

ﾐﾅﾐ.ﾛｰﾙｽﾘｯﾀｰ Ａ昼 S9A 9 70.25 5.85 49.92 14.48 104 79 
ﾐﾅﾐ.ﾛｰﾙｽﾘｯﾀｰ Ａ夜 S9A 10 75.48 1.87 52.68 20.93 101 72 
ﾐﾅﾐ.ﾛｰﾙｽﾘｯﾀｰ Ｂ昼 S9A 11 83.58 6.60 58.10 18.88 101 77 
ﾐﾅﾐ.ﾛｰﾙｽﾘｯﾀｰ Ｂ夜 S9A 8 60.65 3.67 50.52 6.47 101 89 

ｷｮｳﾄ.ｽﾘﾊﾝ Ａ昼 ｵｳｴﾝ 20 279.50 0.00 0.00 279.50 186 0 
ｷｮｳﾄ.ｽﾘﾊﾝ Ａ昼 ﾅｶﾞｲ 20 176.42 0.00 124.83 51.58 118 71 

ｷｮｳﾄ.ｵｵﾀﾞﾁ Ａ昼 10ｺﾞｳｷ 11 205.25 199.25 0.00 6.00 249 97 
ｷｮｳﾄ.ｵｵﾀﾞﾁ Ｂ昼 10ｺﾞｳｷ 9 174.33 169.08 0.00 5.25 258 97 
ｷｮｳﾄ.ｵｵﾀﾞﾁ Ａ昼 ｿｳｺ 11 96.50 93.17 0.00 3.33 117 97 
ｷｮｳﾄ.ｵｵﾀﾞﾁ Ｂ昼 ｿｳｺ 9 80.83 77.83 0.00 3.00 120 96 

ｷｮｳﾄ.ﾁｮｳﾆｸ Ａ昼 ｵｳｴﾝ 20 197.67 0.00 0.00 197.67 132 0 

ｷｮｳﾄ.ｲﾝｻﾂLB Ａ昼 CPLH2 8 126.67 69.03 34.20 23.43 211 82 
ｷｮｳﾄ.ｲﾝｻﾂLB Ａ昼 CPLH3 9 146.07 67.95 60.33 17.78 216 88 
ｷｮｳﾄ.ｲﾝｻﾂLB Ａ夜 CPLH2 9 135.92 77.83 30.17 27.92 201 79 
ｷｮｳﾄ.ｲﾝｻﾂLB Ａ夜 CPLH3 10 149.67 82.22 44.13 23.32 200 84 
ｷｮｳﾄ.ｲﾝｻﾂLB Ｂ昼 CPLH2 9 142.83 72.70 40.17 29.97 212 79 
ｷｮｳﾄ.ｲﾝｻﾂLB Ｂ昼 CPLH3 11 176.53 88.10 67.80 20.63 214 88 
ｷｮｳﾄ.ｲﾝｻﾂLB Ｂ夜 CPLH2 7 107.60 54.57 29.33 23.70 205 78 
ｷｮｳﾄ.ｲﾝｻﾂLB Ｂ夜 CPLH3 9 146.87 74.87 48.77 23.23 218 84 
ｷｮｳﾄ.ｲﾝｻﾂSB Ａ夜 CPSH2 3 41.20 21.48 10.83 8.88 183 78 
ｷｮｳﾄ.ｲﾝｻﾂSB Ｂ昼 CPSH2 2 33.70 19.20 7.73 6.77 225 80 
ｷｮｳﾄ.ｲﾝｻﾂSB Ｂ夜 CPSH2 1 14.70 8.30 4.50 1.90 196 87 
ｷｮｳﾄ.ｲﾝｻﾂLB Ａ昼 ｼｭｳﾍﾝ 6 9.25 9.25 0.00 0.00 21 100 
ｷｮｳﾄ.ｲﾝｻﾂLB Ａ夜 ｼｭｳﾍﾝ 6 18.33 18.33 0.00 0.00 41 100 
ｷｮｳﾄ.ｲﾝｻﾂLB Ｂ昼 ｼｭｳﾍﾝ 3 3.42 3.42 0.00 0.00 15 100 
ｷｮｳﾄ.ｲﾝｻﾂLB Ｂ夜 ｼｭｳﾍﾝ 10 20.83 20.83 0.00 0.00 28 100 

ｷｮｳﾄ.ｳﾁﾇｷ Ａ昼 CBSP14 7 46.50 16.97 23.33 6.20 89 87 
ｷｮｳﾄ.ｳﾁﾇｷ Ａ昼 CBSP15 9 71.28 33.78 34.52 2.98 106 96 
ｷｮｳﾄ.ｳﾁﾇｷ Ａ昼 CBSP17 8 56.23 24.53 22.80 8.90 94 84 
ｷｮｳﾄ.ｳﾁﾇｷ Ａ昼 CUS9 6 37.17 19.77 13.07 4.33 83 88 
ｷｮｳﾄ.ｳﾁﾇｷ Ａ夜 CBSP14 9 63.65 28.27 28.85 6.53 94 90 
ｷｮｳﾄ.ｳﾁﾇｷ Ａ夜 CBSP15 9 60.10 25.35 27.18 7.57 89 87 
ｷｮｳﾄ.ｳﾁﾇｷ Ａ夜 CBSP17 8 50.03 23.17 18.70 8.17 83 84 
ｷｮｳﾄ.ｳﾁﾇｷ Ａ夜 CUS9 1 3.22 1.48 0.42 1.32 43 59 
ｷｮｳﾄ.ｳﾁﾇｷ Ｂ昼 CBSP14 10 59.30 24.70 28.03 6.57 79 89 
ｷｮｳﾄ.ｳﾁﾇｷ Ｂ昼 CBSP15 11 87.75 41.43 33.82 12.50 106 86 
ｷｮｳﾄ.ｳﾁﾇｷ Ｂ昼 CBSP17 11 61.80 26.33 27.27 8.20 75 87 
ｷｮｳﾄ.ｳﾁﾇｷ Ｂ昼 CUS9 9 51.38 26.90 15.68 8.80 76 83 
ｷｮｳﾄ.ｳﾁﾇｷ Ｂ夜 CBSP14 7 42.98 19.43 19.00 4.55 82 89 
ｷｮｳﾄ.ｳﾁﾇｷ Ｂ夜 CBSP15 9 71.18 36.72 27.82 6.65 105 91 
ｷｮｳﾄ.ｳﾁﾇｷ Ｂ夜 CBSP17 8 28.48 12.88 12.25 3.35 47 88 
ｷｮｳﾄ.ｳﾁﾇｷ Ｂ夜 CUS9 3 17.97 9.60 5.75 2.62 80 85 

ｷｮｳﾄ.ﾊﾞｯｼ Ａ昼 CB17 9 71.50 20.78 42.60 8.12 106 89 
ｷｮｳﾄ.ﾊﾞｯｼ Ａ昼 CB18 7 74.78 32.55 38.67 3.57 142 95 
ｷｮｳﾄ.ﾊﾞｯｼ Ａ夜 CB17 11 85.68 26.22 55.15 4.32 104 95 
ｷｮｳﾄ.ﾊﾞｯｼ Ａ夜 CB18 10 78.50 24.03 50.10 4.37 105 94 
ｷｮｳﾄ.ﾊﾞｯｼ Ｂ昼 CB17 11 83.30 16.73 60.30 6.27 101 92 
ｷｮｳﾄ.ﾊﾞｯｼ Ｂ昼 CB18 11 106.82 37.03 63.08 6.70 129 94 
ｷｮｳﾄ.ﾊﾞｯｼ Ｂ夜 CB17 9 71.80 22.42 43.73 5.65 106 92 
ｷｮｳﾄ.ﾊﾞｯｼ Ｂ夜 CB18 9 84.82 31.25 48.10 5.47 126 94 
ｷｮｳﾄ.ﾊﾞｯｼ Ａ昼 ﾃﾊﾞｯｼ1 4 14.10 3.50 7.63 2.97 47 79 
ｷｮｳﾄ.ﾊﾞｯｼ Ａ夜 ﾃﾊﾞｯｼ1 11 73.13 10.83 31.82 30.48 89 58 
ｷｮｳﾄ.ﾊﾞｯｼ Ｂ昼 ﾃﾊﾞｯｼ1 4 21.08 2.98 12.53 5.57 70 74 
ｷｮｳﾄ.ﾊﾞｯｼ Ｂ夜 ﾃﾊﾞｯｼ1 3 12.10 4.72 4.68 2.70 54 78 
ｷｮｳﾄ.ﾊﾞｯｼ Ｂ昼 ｼｭｳﾍﾝ 1 1.00 1.00 0.00 0.00 13 100 
ｷｮｳﾄ.ﾊﾞｯｼ Ｂ夜 ｼｭｳﾍﾝ 1 2.50 2.50 0.00 0.00 33 100 

ｷｮｳﾄ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ａ昼 NO.01 9 51.25 0.00 51.25 0.00 76 100 
ｷｮｳﾄ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ａ昼 NO.02 1 4.33 0.00 4.33 0.00 58 100 
ｷｮｳﾄ.ｺﾊﾞﾝｹﾝﾋﾟﾝ Ａ夜 NO.01 5 30.58 0.00 30.58 0.00 82 100 

ｷｮｳﾄ.ﾉﾘﾂｹ Ａ昼 CE504 9 205.35 71.45 101.82 32.08 304 84 
ｷｮｳﾄ.ﾉﾘﾂｹ Ａ昼 CE507 9 209.40 73.65 106.55 29.20 310 86 
ｷｮｳﾄ.ﾉﾘﾂｹ Ａ昼 CE802 8 188.82 62.88 97.45 28.48 315 85 
ｷｮｳﾄ.ﾉﾘﾂｹ Ａ昼 CE803 7 143.82 71.48 55.43 16.90 274 88 
ｷｮｳﾄ.ﾉﾘﾂｹ Ａ昼 CE804 1 0.50 0.00 0.00 0.50 7 0 
ｷｮｳﾄ.ﾉﾘﾂｹ Ａ昼 CE805 8 155.82 62.43 73.22 20.17 260 87 
ｷｮｳﾄ.ﾉﾘﾂｹ Ａ夜 CE504 11 246.12 61.12 149.75 35.25 298 86 
ｷｮｳﾄ.ﾉﾘﾂｹ Ａ夜 CE507 6 104.72 32.75 57.50 14.47 233 86 
ｷｮｳﾄ.ﾉﾘﾂｹ Ａ夜 CE802 7 147.78 47.78 79.12 20.88 281 86 
ｷｮｳﾄ.ﾉﾘﾂｹ Ａ夜 CE803 9 201.08 92.78 86.15 22.15 298 89 
ｷｮｳﾄ.ﾉﾘﾂｹ Ａ夜 CE805 1 23.15 6.80 13.55 2.80 309 88 
ｷｮｳﾄ.ﾉﾘﾂｹ Ｂ昼 CE504 11 241.52 64.10 143.15 34.27 293 86 
ｷｮｳﾄ.ﾉﾘﾂｹ Ｂ昼 CE507 11 243.58 105.32 108.93 29.33 295 88 
ｷｮｳﾄ.ﾉﾘﾂｹ Ｂ昼 CE802 11 259.25 69.52 151.25 38.48 314 85 
ｷｮｳﾄ.ﾉﾘﾂｹ Ｂ昼 CE803 4 83.97 37.48 33.92 12.57 280 85 
ｷｮｳﾄ.ﾉﾘﾂｹ Ｂ昼 CE804 10 193.40 81.87 91.20 20.33 258 89 
ｷｮｳﾄ.ﾉﾘﾂｹ Ｂ昼 CE805 9 185.07 77.47 81.93 25.67 274 86 
ｷｮｳﾄ.ﾉﾘﾂｹ Ｂ夜 CE504 9 205.65 42.37 139.55 23.73 305 88 
ｷｮｳﾄ.ﾉﾘﾂｹ Ｂ夜 CE507 6 142.10 54.78 74.55 12.77 316 91 
ｷｮｳﾄ.ﾉﾘﾂｹ Ｂ夜 CE802 6 131.80 46.73 67.63 17.43 293 87 
ｷｮｳﾄ.ﾉﾘﾂｹ Ｂ夜 CE803 2 37.08 10.12 23.10 3.87 247 90 
ｷｮｳﾄ.ﾉﾘﾂｹ Ｂ夜 CE804 5 111.25 58.15 44.88 8.22 297 93 
ｷｮｳﾄ.ﾉﾘﾂｹ Ｂ夜 CE805 6 125.55 53.13 59.15 13.27 279 89 
ｷｮｳﾄ.ﾉﾘﾂｹ Ａ昼 ｼｭｳﾍﾝ 9 186.00 186.00 0.00 0.00 276 100 
ｷｮｳﾄ.ﾉﾘﾂｹ Ａ昼 ﾊｺﾊﾞﾘ 9 50.75 50.75 0.00 0.00 75 100 
ｷｮｳﾄ.ﾉﾘﾂｹ Ａ夜 ｼｭｳﾍﾝ 6 28.00 28.00 0.00 0.00 62 100 
ｷｮｳﾄ.ﾉﾘﾂｹ Ｂ昼 ｼｭｳﾍﾝ 11 200.00 199.33 0.00 0.67 242 100 
ｷｮｳﾄ.ﾉﾘﾂｹ Ｂ昼 ﾊｺﾊﾞﾘ 11 55.67 55.67 0.00 0.00 67 100 
ｷｮｳﾄ.ﾉﾘﾂｹ Ｂ夜 ｼｭｳﾍﾝ 3 22.58 22.42 0.00 0.17 100 99 

ｷｮｳﾄ.ｶﾝﾄｸ Ａ昼 ｶﾝﾄｸ1 12 188.08 188.08 0.00 0.00 209 100 
ｷｮｳﾄ.ｶﾝﾄｸ Ａ夜 ｶﾝﾄｸ1 9 156.92 156.92 0.00 0.00 232 100 
ｷｮｳﾄ.ｶﾝﾄｸ Ｂ昼 ｶﾝﾄｸ1 9 80.25 80.25 0.00 0.00 119 100 
ｷｮｳﾄ.ｶﾝﾄｸ Ｂ昼 ｶﾝﾄｸ2 8 79.58 79.58 0.00 0.00 133 100 
ｷｮｳﾄ.ｶﾝﾄｸ Ｂ夜 ｶﾝﾄｸ1 10 84.42 84.42 0.00 0.00 113 100 
ｷｮｳﾄ.ｶﾝﾄｸ Ｂ夜 ｶﾝﾄｸ2 10 82.42 82.42 0.00 0.00 110 100 

ｷｮｳﾄﾆｼ.ｵｵﾀﾞﾁ Ａ昼 12ｺﾞｳｷ 11 164.25 159.00 0.00 5.25 199 97 
ｷｮｳﾄﾆｼ.ｵｵﾀﾞﾁ Ｂ昼 12ｺﾞｳｷ 9 109.25 105.75 0.00 3.50 162 97 
ｷｮｳﾄﾆｼ.ｵｵﾀﾞﾁ Ａ昼 ｿｳｺ 11 86.00 84.17 0.00 1.83 104 98 
ｷｮｳﾄﾆｼ.ｵｵﾀﾞﾁ Ｂ昼 ｿｳｺ 9 70.08 68.58 0.00 1.50 104 98 

