
設備生産性 １１月 ( 作業日 2024/11/01 ～ 2024/11/30 ) 発行 2024/12/02 15:56 

稼働 負荷 段取 加工 その他 点数 段取 実加工 操 ｶﾄﾞ 分 分 数量 
分類名 昼夜 機械･ｸﾞﾙｰﾌﾟ 日数 時間 時間 時間 時間 (ｶﾝﾘｮｳ) 回数 数量 業 ｳﾘﾂ /ﾃﾝ /ｶｲ /ｶｺｳｼﾞ 
ﾄﾔﾏ.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ 0:ｿﾉﾀ SK4 夜 63 118,566 521,488 22.73 44.85 22 2,644 4.6 11,627 
ﾄﾔﾏ.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ 0:ｿﾉﾀ SK7 昼 39 160,145 1,369,904 19.60 42.40 30 3,777 7.2 32,309 
ﾄﾔﾏ.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ 0:ｿﾉﾀ SK7 夜 44 113,510 938,068 20.27 30.77 28 3,689 7.1 30,490 
ﾄﾔﾏ2.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ 0:ｿﾉﾀ SK15 昼 6 69,019 699,540 5.25 25.93 53 2,661 10.0 26,975 
ﾄﾔﾏ2.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ 0:ｿﾉﾀ SK15 夜 3 8,961 43,005 1.65 4.13 33 2,168 5.0 10,404 
ﾋｶﾞｼ1.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ 0:ｿﾉﾀ SK12 昼 64 393,595 4,292,079 27.03 94.65 25 4,158 11.6 45,347 
ﾋｶﾞｼ1.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ 0:ｿﾉﾀ SK12 夜 79 254,951 1,883,364 35.23 75.60 27 3,372 7.7 24,912 
ﾋｶﾞｼ1.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ 0:ｿﾉﾀ SK13 昼 120 213,814 1,454,741 44.65 81.98 22 2,608 7.4 17,744 
ﾋｶﾞｼ1.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ 0:ｿﾉﾀ SK13 夜 101 180,258 1,331,455 40.65 71.92 24 2,506 6.8 18,514 
ﾋｶﾞｼ1.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ 0:ｿﾉﾀ SK8 昼 65 340,560 2,672,825 27.75 94.42 26 3,607 9.1 28,309 
ﾋｶﾞｼ1.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ 0:ｿﾉﾀ SK8 夜 73 298,013 3,437,966 29.53 89.02 24 3,348 10.0 38,622 

折り機生産量集計表 （作業日 2024/11/01 ～ 2024/11/30 ） 発行 2024/12/02 15:56 

実加工 段取 加工 段時 実加工 
分類 加工タイプ 点数 数量 時間 時間 ／点 ／加時 

ﾐﾅﾐ.ｵﾘ 111 7 296,970 10.40 160.18 89 1,854 

品種・市場分類別生産量集計表 - 全体（ＰＰ含む）　 - （作業日 2024/11/01 ～ 2024/11/30 ） 発行 2024/12/02 15:56 

!ﾌﾞﾝﾙｲ ﾋﾝｼｭ ｼｼﾞｮｳﾌﾞﾝﾙｲ ﾃﾝｽｳ ｼﾞﾂｶｺｳｽｳﾘｮｳ ﾊﾝｽｳ ﾉﾍﾞｶｺｳｽｳﾘｮｳ ｺﾊﾞﾝｽｳﾘｮｳ 

ﾄﾔﾏ.ｲﾝｻﾂﾄｸｼｭ 000 ｲﾔｸﾋﾝ 46 246,432 2,596,283 
ﾄﾔﾏ.ｲﾝｻﾂﾄｸｼｭ 000 ｹｼｮｳﾋﾝ 39 58,485 334,539 
ﾄﾔﾏ.ｲﾝｻﾂﾄｸｼｭ 000 ｿﾉﾀ 24 51,726 448,101 
ﾄﾔﾏ.ｲﾝｻﾂLB 000 ｲﾔｸﾋﾝ 784 4,131,725 3,220 17,936,020 31,272,890 
ﾄﾔﾏ.ｲﾝｻﾂLB 000 ｹｼｮｳﾋﾝ 80 225,850 262 761,610 1,350,275 
ﾄﾔﾏ.ｲﾝｻﾂLB 000 ｿﾉﾀ 134 520,645 561 2,077,165 3,486,690 
ﾄﾔﾏ.ｲﾝｻﾂSB 000 ｲﾔｸﾋﾝ 129 201,640 389 641,330 998,230 
ﾄﾔﾏ.ｲﾝｻﾂSB 000 ｹｼｮｳﾋﾝ 33 50,699 62 109,338 458,632 
ﾄﾔﾏ.ｲﾝｻﾂSB 000 ｿﾉﾀ 31 45,480 99 138,000 172,850 
ﾄﾔﾏ.ｳﾁﾇｷ 000 ｲﾔｸﾋﾝ 745 3,624,921 30,606,483 
ﾄﾔﾏ.ｳﾁﾇｷ 000 ｹｼｮｳﾋﾝ 33 85,214 605,800 
ﾄﾔﾏ.ｳﾁﾇｷ 000 ｿﾉﾀ 134 548,623 4,124,926 
ﾄﾔﾏ.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ 000 ｲﾔｸﾋﾝ 424 2,120,460 18,173,652 
ﾄﾔﾏ.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ 000 ｹｼｮｳﾋﾝ 50 97,173 666,822 
ﾄﾔﾏ.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ 000 ｿﾉﾀ 91 360,430 2,631,802 
ﾄﾔﾏ.ｺﾊﾞﾝｹﾝﾋﾟﾝ 000 ｲﾔｸﾋﾝ 1,018 11,887,397 11,887,397 
ﾄﾔﾏ.ｺﾊﾞﾝｹﾝﾋﾟﾝ 000 ｹｼｮｳﾋﾝ 29 365,983 365,983 
ﾄﾔﾏ.ｺﾊﾞﾝｹﾝﾋﾟﾝ 000 ｿﾉﾀ 151 1,379,555 1,379,555 
ﾄﾔﾏ.ｺﾊﾞﾝｹﾝﾋﾟﾝ 000 ﾌﾒｲ 4 288,939 288,939 
ﾄﾔﾏ.ﾉﾘﾂｹ 000 ｲﾔｸﾋﾝ 655 28,061,471 28,061,471 
ﾄﾔﾏ.ﾉﾘﾂｹ 000 ｹｼｮｳﾋﾝ 35 579,107 579,107 
ﾄﾔﾏ.ﾉﾘﾂｹ 000 ｿﾉﾀ 114 3,553,199 3,553,199 
ﾄﾔﾏ.ﾊｸｵｼL 000 ｲﾔｸﾋﾝ 164 1,078,432 8,133,109 
ﾄﾔﾏ.ﾊｸｵｼL 000 ｹｼｮｳﾋﾝ 9 27,710 171,141 
ﾄﾔﾏ.ﾊｸｵｼL 000 ｿﾉﾀ 38 131,828 805,679 
ﾄﾔﾏ.ﾊｸｵｼS 000 ｲﾔｸﾋﾝ 8 107,034 107,034 
ﾄﾔﾏ.ﾊﾞｯｼ 000 ｲﾔｸﾋﾝ 695 2,871,464 23,563,795 
ﾄﾔﾏ.ﾊﾞｯｼ 000 ｹｼｮｳﾋﾝ 30 57,576 445,559 
ﾄﾔﾏ.ﾊﾞｯｼ 000 ｿﾉﾀ 122 429,634 3,076,200 
ﾄﾔﾏ.ﾋｮｳﾒﾝｶｺｳ 000 ｲﾔｸﾋﾝ 188 752,768 7,414,118 
ﾄﾔﾏ.ﾋｮｳﾒﾝｶｺｳ 000 ｹｼｮｳﾋﾝ 48 155,174 823,743 
ﾄﾔﾏ.ﾋｮｳﾒﾝｶｺｳ 000 ｿﾉﾀ 22 47,427 341,230 

ﾄﾔﾏ2.ｲﾝｻﾂLB 000 ｲﾔｸﾋﾝ 437 2,361,265 1,456 8,255,955 19,824,280 
ﾄﾔﾏ2.ｲﾝｻﾂLB 000 ｿﾉﾀ 8 20,725 29 69,480 139,810 
ﾄﾔﾏ2.ｲﾝｻﾂSB 000 ｲﾔｸﾋﾝ 287 456,900 887 1,419,750 1,927,875 
ﾄﾔﾏ2.ｲﾝｻﾂSB 000 ｹｼｮｳﾋﾝ 1 240 1 240 480 
ﾄﾔﾏ2.ｲﾝｻﾂSB 000 ｿﾉﾀ 5 3,340 10 6,640 13,040 
ﾄﾔﾏ2.ｳﾁﾇｷ 000 ｲﾔｸﾋﾝ 737 2,842,374 21,540,846 
ﾄﾔﾏ2.ｳﾁﾇｷ 000 ｹｼｮｳﾋﾝ 1 243 486 
ﾄﾔﾏ2.ｳﾁﾇｷ 000 ｿﾉﾀ 12 20,473 131,011 
ﾄﾔﾏ2.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ 000 ｲﾔｸﾋﾝ 9 77,980 742,545 
ﾄﾔﾏ2.ｺﾊﾞﾝｹﾝﾋﾟﾝ 000 ｲﾔｸﾋﾝ 674 8,019,003 8,019,003 
ﾄﾔﾏ2.ｺﾊﾞﾝｹﾝﾋﾟﾝ 000 ｹｼｮｳﾋﾝ 1 472 472 
ﾄﾔﾏ2.ｺﾊﾞﾝｹﾝﾋﾟﾝ 000 ｿﾉﾀ 7 34,670 34,670 
ﾄﾔﾏ2.ｺﾊﾞﾝｹﾝﾋﾟﾝ 000 ﾌﾒｲ 1 2,800 2,800 
ﾄﾔﾏ2.ﾉﾘﾂｹ 000 ｲﾔｸﾋﾝ 666 18,320,665 18,320,665 
ﾄﾔﾏ2.ﾉﾘﾂｹ 000 ｹｼｮｳﾋﾝ 1 162 162 
ﾄﾔﾏ2.ﾉﾘﾂｹ 000 ｿﾉﾀ 8 39,674 39,674 
ﾄﾔﾏ2.ﾊﾞｯｼ 000 ｲﾔｸﾋﾝ 657 1,949,108 13,904,362 
ﾄﾔﾏ2.ﾊﾞｯｼ 000 ｹｼｮｳﾋﾝ 1 243 486 
ﾄﾔﾏ2.ﾊﾞｯｼ 000 ｿﾉﾀ 11 20,193 130,171 

ﾋｶﾞｼ.ｺﾊﾞﾝｹﾝﾋﾟﾝ 000 ｲﾔｸﾋﾝ 50 875,680 875,680 
ﾋｶﾞｼ.ｺﾊﾞﾝｹﾝﾋﾟﾝ 000 ｹｼｮｳﾋﾝ 655 2,321,935 2,321,935 
ﾋｶﾞｼ.ｺﾊﾞﾝｹﾝﾋﾟﾝ 000 ｿﾉﾀ 30 98,203 98,203 
ﾋｶﾞｼ.ｺﾊﾞﾝｹﾝﾋﾟﾝ 000 ﾌﾒｲ 4 35,740 35,740 
ﾋｶﾞｼ.ﾋｮｳﾒﾝｶｺｳ 000 ｹｼｮｳﾋﾝ 26 101,095 822,879 
ﾋｶﾞｼ.ﾋｮｳﾒﾝｶｺｳ 000 ｿﾉﾀ 7 8,175 67,460 
ﾋｶﾞｼ1.ｲﾝｻﾂｼﾙｸ 000 ｲﾔｸﾋﾝ 3 53,975 301,848 
ﾋｶﾞｼ1.ｲﾝｻﾂｼﾙｸ 000 ｹｼｮｳﾋﾝ 47 120,882 612,120 
ﾋｶﾞｼ1.ｲﾝｻﾂLB 000 ｲﾔｸﾋﾝ 93 542,040 497 3,141,860 4,381,110 
ﾋｶﾞｼ1.ｲﾝｻﾂLB 000 ｹｼｮｳﾋﾝ 668 2,941,168 2,809 13,237,595 25,815,033 
ﾋｶﾞｼ1.ｲﾝｻﾂLB 000 ｿﾉﾀ 53 197,100 272 1,060,090 1,140,380 
ﾋｶﾞｼ1.ｲﾝｻﾂSB 000 ｲﾔｸﾋﾝ 27 88,575 118 443,920 1,740,035 
ﾋｶﾞｼ1.ｲﾝｻﾂSB 000 ｹｼｮｳﾋﾝ 202 296,495 646 909,800 1,842,010 
ﾋｶﾞｼ1.ｲﾝｻﾂSB 000 ｿﾉﾀ 25 68,965 82 154,460 428,520 
ﾋｶﾞｼ1.ｳﾁﾇｷ 000 ｲﾔｸﾋﾝ 55 196,020 1,626,745 
ﾋｶﾞｼ1.ｳﾁﾇｷ 000 ｹｼｮｳﾋﾝ 740 2,404,862 18,934,708 
ﾋｶﾞｼ1.ｳﾁﾇｷ 000 ｿﾉﾀ 53 168,748 1,269,540 
ﾋｶﾞｼ1.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ 000 ｲﾔｸﾋﾝ 52 219,291 1,547,801 
ﾋｶﾞｼ1.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ 000 ｹｼｮｳﾋﾝ 396 1,257,497 12,420,814 
ﾋｶﾞｼ1.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ 000 ｿﾉﾀ 54 204,403 1,103,815 
ﾋｶﾞｼ1.ﾉﾘﾂｹ 000 ｲﾔｸﾋﾝ 47 1,658,077 1,658,077 
ﾋｶﾞｼ1.ﾉﾘﾂｹ 000 ｹｼｮｳﾋﾝ 785 18,467,395 18,467,395 
ﾋｶﾞｼ1.ﾉﾘﾂｹ 000 ｿﾉﾀ 52 874,226 874,226 
ﾋｶﾞｼ1.ﾊｸｵｼL 000 ｲﾔｸﾋﾝ 18 100,007 
ﾋｶﾞｼ1.ﾊｸｵｼL 000 ｹｼｮｳﾋﾝ 411 1,159,981 
ﾋｶﾞｼ1.ﾊｸｵｼL 000 ｿﾉﾀ 20 88,577 
ﾋｶﾞｼ1.ﾊﾞｯｼ 000 ｲﾔｸﾋﾝ 45 157,024 1,061,131 
ﾋｶﾞｼ1.ﾊﾞｯｼ 000 ｹｼｮｳﾋﾝ 645 1,734,676 13,457,989 
ﾋｶﾞｼ1.ﾊﾞｯｼ 000 ｿﾉﾀ 48 146,694 1,034,787 

ﾐﾅﾐ.ｲﾝｻﾂLP 000 ｲﾔｸﾋﾝ 54 357,790 148 965,250 3,172,130 
ﾐﾅﾐ.ｲﾝｻﾂLP 000 ｿﾉﾀ 1 2,650 1 2,650 21,200 
ﾐﾅﾐ.ｲﾝｻﾂSP 000 ｲﾔｸﾋﾝ 73 210,390 144 552,360 1,194,060 
ﾐﾅﾐ.ｲﾝｻﾂSP 000 ｿﾉﾀ 7 12,940 11 19,170 58,540 
ﾐﾅﾐ.ｵﾘ 000 ｲﾔｸﾋﾝ 7 296,970 296,970 

ｷｮｳﾄ.ｲﾝｻﾂLB 000 ｲﾔｸﾋﾝ 518 1,705,850 1,574 5,324,180 14,694,375 
ｷｮｳﾄ.ｲﾝｻﾂLB 000 ｹｼｮｳﾋﾝ 2 3,655 4 7,310 21,170 
ｷｮｳﾄ.ｲﾝｻﾂSB 000 ｲﾔｸﾋﾝ 56 92,935 174 291,565 387,610 
ｷｮｳﾄ.ｳﾁﾇｷ 000 ｲﾔｸﾋﾝ 581 1,770,436 14,586,378 
ｷｮｳﾄ.ｳﾁﾇｷ 000 ｹｼｮｳﾋﾝ 1 370 1,480 
ｷｮｳﾄ.ｺﾊﾞﾝｹﾝﾋﾟﾝ 000 ｲﾔｸﾋﾝ 13 335,818 335,818 
ｷｮｳﾄ.ﾉﾘﾂｹ 000 ｲﾔｸﾋﾝ 585 14,489,416 14,489,416 
ｷｮｳﾄ.ﾉﾘﾂｹ 000 ｹｼｮｳﾋﾝ 1 700 700 
ｷｮｳﾄ.ﾊﾞｯｼ 000 ｲﾔｸﾋﾝ 575 1,740,016 14,446,226 
ｷｮｳﾄ.ﾊﾞｯｼ 000 ｹｼｮｳﾋﾝ 1 370 1,480 

ｷｮｳﾄﾆｼ.ｲﾝｻﾂLB 000 ｲﾔｸﾋﾝ 127 544,220 539 2,252,880 4,572,880 
ｷｮｳﾄﾆｼ.ｲﾝｻﾂLB 000 ｹｼｮｳﾋﾝ 247 691,675 1,005 2,844,800 6,329,890 
ｷｮｳﾄﾆｼ.ｲﾝｻﾂLB 000 ｿﾉﾀ 60 366,040 343 2,157,550 4,953,140 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ 000 ｲﾔｸﾋﾝ 109 466,861 4,189,901 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ 000 ｹｼｮｳﾋﾝ 210 647,689 5,442,954 
ｷｮｳﾄﾆｼ.ｳﾁﾇｷ 000 ｿﾉﾀ 63 420,923 5,124,688 
ｷｮｳﾄﾆｼ.ｵｵﾊﾞﾝｹﾝﾋﾟ 000 ｲﾔｸﾋﾝ 10 27,666 180,562 
ｷｮｳﾄﾆｼ.ｵｵﾊﾞﾝｹﾝﾋﾟ 000 ｹｼｮｳﾋﾝ 42 70,834 618,225 
ｷｮｳﾄﾆｼ.ｵｵﾊﾞﾝｹﾝﾋﾟ 000 ｿﾉﾀ 3 8,475 56,256 
ｷｮｳﾄﾆｼ.ｺﾊﾞﾝｹﾝﾋﾟﾝ 000 ｲﾔｸﾋﾝ 92 342,270 342,270 
ｷｮｳﾄﾆｼ.ｺﾊﾞﾝｹﾝﾋﾟﾝ 000 ｹｼｮｳﾋﾝ 184 1,246,499 1,246,499 
ｷｮｳﾄﾆｼ.ｺﾊﾞﾝｹﾝﾋﾟﾝ 000 ｿﾉﾀ 22 223,869 223,869 
ｷｮｳﾄﾆｼ.ﾉﾘﾂｹ 000 ｲﾔｸﾋﾝ 107 3,279,711 3,279,711 
ｷｮｳﾄﾆｼ.ﾉﾘﾂｹ 000 ｹｼｮｳﾋﾝ 258 5,346,418 5,346,418 
ｷｮｳﾄﾆｼ.ﾉﾘﾂｹ 000 ｿﾉﾀ 60 3,919,451 3,919,451 
ｷｮｳﾄﾆｼ.ﾊｸｵｼL 000 ｲﾔｸﾋﾝ 12 33,076 
ｷｮｳﾄﾆｼ.ﾊｸｵｼL 000 ｹｼｮｳﾋﾝ 125 309,718 
ｷｮｳﾄﾆｼ.ﾊﾞｯｼ 000 ｲﾔｸﾋﾝ 106 381,924 3,247,838 
ｷｮｳﾄﾆｼ.ﾊﾞｯｼ 000 ｹｼｮｳﾋﾝ 166 413,880 3,023,079 
ｷｮｳﾄﾆｼ.ﾊﾞｯｼ 000 ｿﾉﾀ 28 116,448 1,077,281 
ｷｮｳﾄﾆｼ.ﾋｮｳﾒﾝｶｺｳ 000 ｲﾔｸﾋﾝ 51 194,197 1,822,850 
ｷｮｳﾄﾆｼ.ﾋｮｳﾒﾝｶｺｳ 000 ｹｼｮｳﾋﾝ 59 162,510 1,522,378 
ｷｮｳﾄﾆｼ.ﾋｮｳﾒﾝｶｺｳ 000 ｿﾉﾀ 46 314,721 3,866,138 

ﾎｼﾅ.ｲﾝｻﾂS 000 ｲﾔｸﾋﾝ 9 21,450 18 46,380 107,210 
ﾎｼﾅ.ｲﾝｻﾂS 000 ｹｼｮｳﾋﾝ 99 183,165 299 569,270 1,230,240 
ﾎｼﾅ.ｲﾝｻﾂS 000 ｿﾉﾀ 3 2,885 11 14,015 30,880 
ﾎｼﾅ.ｳﾁﾇｷ 000 ｲﾔｸﾋﾝ 160 469,912 3,341,693 
ﾎｼﾅ.ｳﾁﾇｷ 000 ｹｼｮｳﾋﾝ 56 123,431 863,903 
ﾎｼﾅ.ｳﾁﾇｷ 000 ｿﾉﾀ 24 37,590 177,511 
ﾎｼﾅ.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ 000 ｲﾔｸﾋﾝ 4 10,018 49,470 
ﾎｼﾅ.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ 000 ｹｼｮｳﾋﾝ 28 57,631 361,242 
ﾎｼﾅ.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ 000 ｿﾉﾀ 2 2,415 27,156 
ﾎｼﾅ.ﾉﾘﾂｹ 000 ｲﾔｸﾋﾝ 150 3,340,033 3,340,033 
ﾎｼﾅ.ﾉﾘﾂｹ 000 ｹｼｮｳﾋﾝ 57 672,629 672,629 
ﾎｼﾅ.ﾉﾘﾂｹ 000 ｿﾉﾀ 17 108,250 108,250 
ﾎｼﾅ.ﾊﾞｯｼ 000 ｲﾔｸﾋﾝ 141 422,363 3,067,756 
ﾎｼﾅ.ﾊﾞｯｼ 000 ｹｼｮｳﾋﾝ 42 94,459 699,209 
ﾎｼﾅ.ﾊﾞｯｼ 000 ｿﾉﾀ 21 34,052 170,822 

判型別生産量集計表 - 全体（ＰＰ含む）　 - （作業日 2024/11/01 ～ 2024/11/30 ） 発行 2024/12/02 15:56 

ｼﾞﾂｶｺｳ ﾉﾍﾞｶｺｳ ﾀﾞﾝﾄﾞﾘ ｶｺｳ Dｼﾞｶﾝ Dｼﾞｶﾝ ｼﾞﾂｶｺｳｽｳ 
!ﾌﾞﾝﾙｲ ｷｶｲﾒｲ ﾊﾝｶﾞﾀ ﾃﾝｽｳ ｽｳﾘｮｳ ﾊﾝｽｳ ｽｳﾘｮｳ ｼﾞｶﾝ ｼﾞｶﾝ /ﾃﾝ /ﾊﾝ /ｶｺｳｼﾞｶﾝ 

ﾄﾔﾏ.ｲﾝｻﾂLB PL19 2 01 176 707,395 613 2,501,205 96.70 63.65 33 9 11,114 
ﾄﾔﾏ.ｲﾝｻﾂLB PL19 2 02 102 447,000 347 1,765,900 52.02 40.48 31 9 11,042 
ﾄﾔﾏ.ｲﾝｻﾂLB PL19 2 03 7 25,910 20 64,100 3.38 2.52 29 10 10,295 
ﾄﾔﾏ.ｲﾝｻﾂLB PL19 4 02 20 130,890 81 357,620 11.80 11.28 35 9 11,600 
ﾄﾔﾏ.ｲﾝｻﾂLB PL20A 2 01 27 95,570 127 454,790 26.57 11.92 59 13 8,020 
ﾄﾔﾏ.ｲﾝｻﾂLB PL20A 2 02 24 77,950 113 364,570 20.93 8.80 52 11 8,858 
ﾄﾔﾏ.ｲﾝｻﾂLB PL20A 2 03 2 16,200 4 32,400 1.45 1.68 44 22 9,624 
ﾄﾔﾏ.ｲﾝｻﾂLB PL20A 4 02 4 16,330 19 76,900 3.02 2.02 45 10 8,098 
ﾄﾔﾏ.ｲﾝｻﾂLB PL3A 2 01 27 102,590 116 436,370 14.43 11.80 32 7 8,694 
ﾄﾔﾏ.ｲﾝｻﾂLB PL3A 2 02 16 58,110 59 181,420 9.30 7.30 35 9 7,960 
ﾄﾔﾏ.ｲﾝｻﾂLB PL3A 2 03 2 1,280 5 3,170 0.90 0.27 27 11 4,800 
ﾄﾔﾏ.ｲﾝｻﾂLB PL3A 4 02 9 41,410 35 140,510 4.38 5.05 29 8 8,200 
ﾄﾔﾏ.ｲﾝｻﾂLB PL6A 2 01 62 370,375 277 1,692,595 30.98 42.02 30 7 8,815 
ﾄﾔﾏ.ｲﾝｻﾂLB PL6A 2 02 35 157,990 147 628,410 14.23 16.33 24 6 9,673 
ﾄﾔﾏ.ｲﾝｻﾂLB PL6A 2 03 5 10,350 13 27,150 3.28 1.52 39 15 6,824 
ﾄﾔﾏ.ｲﾝｻﾂLB PL6A 4 02 21 142,020 93 662,290 9.93 15.63 28 6 9,084 
ﾄﾔﾏ.ｲﾝｻﾂLB PL7A 2 01 97 566,120 451 2,713,300 52.18 67.00 32 7 8,450 
ﾄﾔﾏ.ｲﾝｻﾂLB PL7A 2 02 60 511,020 300 2,506,710 34.65 57.28 35 7 8,921 
ﾄﾔﾏ.ｲﾝｻﾂLB PL7A 2 03 10 46,410 44 220,210 7.12 6.48 43 10 7,158 
ﾄﾔﾏ.ｲﾝｻﾂLB PL7A 4 02 40 125,370 184 682,520 18.17 15.32 27 6 8,185 
ﾄﾔﾏ.ｲﾝｻﾂLB PLX3 2 01 129 539,070 515 2,201,800 57.57 61.45 27 7 8,772 
ﾄﾔﾏ.ｲﾝｻﾂLB PLX3 2 02 88 578,420 347 2,578,005 36.57 58.88 25 6 9,823 
ﾄﾔﾏ.ｲﾝｻﾂLB PLX3 2 03 7 11,020 22 42,770 2.55 1.57 22 7 7,034 
ﾄﾔﾏ.ｲﾝｻﾂLB PLX3 4 02 28 99,420 111 440,080 11.52 12.00 25 6 8,285 

ﾄﾔﾏ.ｲﾝｻﾂSB PS1A 2 01 1 60 4 240 0.13 0.02 8 2 3,600 
ﾄﾔﾏ.ｲﾝｻﾂSB PS1A 4 02 76 145,520 251 491,580 45.85 20.80 36 11 6,996 
ﾄﾔﾏ.ｲﾝｻﾂSB PS1A 4 03 12 23,410 37 77,560 6.18 3.12 31 10 7,511 
ﾄﾔﾏ.ｲﾝｻﾂSB PS1A 4 04 76 100,019 198 259,078 34.98 14.62 28 11 6,843 
ﾄﾔﾏ.ｲﾝｻﾂSB PS1A 4 06 24 24,960 53 53,240 8.13 4.13 20 9 6,039 
ﾄﾔﾏ.ｲﾝｻﾂSB PS1A 4 08 4 3,850 7 6,970 1.85 0.75 28 16 5,133 

ﾄﾔﾏ.ｲﾝｻﾂﾄｸｼｭ CD1 2 01 34 115,277 20.33 16.25 36 7,094 
ﾄﾔﾏ.ｲﾝｻﾂﾄｸｼｭ CD1 2 02 31 168,771 17.42 22.98 34 7,343 
ﾄﾔﾏ.ｲﾝｻﾂﾄｸｼｭ CD1 2 03 5 17,120 2.15 2.15 26 7,963 
ﾄﾔﾏ.ｲﾝｻﾂﾄｸｼｭ CD1 4 02 21 23,449 12.37 3.15 35 7,444 
ﾄﾔﾏ.ｲﾝｻﾂﾄｸｼｭ CD1 4 04 18 32,026 10.05 4.60 34 6,962 

ﾄﾔﾏ.ｳﾁﾇｷ BSP11 2 01 53 258,499 56.68 61.95 64 4,173 
ﾄﾔﾏ.ｳﾁﾇｷ BSP11 2 02 31 199,665 28.37 37.75 55 5,289 
ﾄﾔﾏ.ｳﾁﾇｷ BSP11 2 03 8 40,383 6.33 8.67 48 4,660 
ﾄﾔﾏ.ｳﾁﾇｷ BSP12 2 01 68 393,644 65.68 79.90 58 4,927 
ﾄﾔﾏ.ｳﾁﾇｷ BSP12 2 02 44 180,295 39.65 35.98 54 5,011 
ﾄﾔﾏ.ｳﾁﾇｷ BSP12 2 03 16 53,181 14.33 11.73 54 4,532 
ﾄﾔﾏ.ｳﾁﾇｷ BSP16 2 01 63 247,610 54.13 48.00 52 5,159 
ﾄﾔﾏ.ｳﾁﾇｷ BSP16 2 02 52 298,617 39.02 51.87 45 5,757 
ﾄﾔﾏ.ｳﾁﾇｷ BSP16 2 03 1 495 0.85 0.07 51 7,425 
ﾄﾔﾏ.ｳﾁﾇｷ BSP16 4 02 1 3,941 2.93 1.12 176 3,529 
ﾄﾔﾏ.ｳﾁﾇｷ BSP24 2 01 63 474,915 59.97 101.72 57 4,669 
ﾄﾔﾏ.ｳﾁﾇｷ BSP24 2 02 18 251,484 18.00 50.30 60 5,000 
ﾄﾔﾏ.ｳﾁﾇｷ BSP25 2 01 51 412,427 41.95 91.28 49 4,518 
ﾄﾔﾏ.ｳﾁﾇｷ BSP25 2 02 34 295,352 32.38 59.45 57 4,968 
ﾄﾔﾏ.ｳﾁﾇｷ BSP25 2 03 1 630 0.57 0.15 34 4,200 
ﾄﾔﾏ.ｳﾁﾇｷ BSP3 2 01 85 299,492 71.20 63.05 50 4,750 
ﾄﾔﾏ.ｳﾁﾇｷ BSP3 2 02 64 211,420 48.82 43.93 46 4,812 
ﾄﾔﾏ.ｳﾁﾇｷ US7 4 02 64 280,812 50.80 58.63 48 4,789 
ﾄﾔﾏ.ｳﾁﾇｷ US7 4 03 8 5,953 5.17 2.15 39 2,769 
ﾄﾔﾏ.ｳﾁﾇｷ US7 4 04 20 20,658 13.93 5.48 42 3,767 
ﾄﾔﾏ.ｳﾁﾇｷ US7 4 06 7 12,173 4.22 2.82 36 4,322 
ﾄﾔﾏ.ｳﾁﾇｷ US7 4 08 1 1,240 0.53 0.27 32 4,650 
ﾄﾔﾏ.ｳﾁﾇｷ US7 4 09 3 1,610 1.35 0.53 27 3,019 
ﾄﾔﾏ.ｳﾁﾇｷ US8 4 02 80 196,273 44.88 39.52 34 4,967 
ﾄﾔﾏ.ｳﾁﾇｷ US8 4 03 4 6,771 1.85 1.50 28 4,514 
ﾄﾔﾏ.ｳﾁﾇｷ US8 4 04 51 87,829 27.22 21.68 32 4,051 
ﾄﾔﾏ.ｳﾁﾇｷ US8 4 06 7 7,952 3.15 2.10 27 3,787 
ﾄﾔﾏ.ｳﾁﾇｷ US8 4 08 6 4,803 2.90 1.22 29 3,948 
ﾄﾔﾏ.ｳﾁﾇｷ US8 4 09 8 10,634 5.22 2.47 39 4,311 

ﾄﾔﾏ.ｵｵﾊﾞﾝｹﾝﾋﾟﾝ SK10 2 01 54 320,777 16.57 72.92 18 4,399 
